customer_id,customer_name,email,registration_date,customer_type
CUST0381,Blake Green,timothyrose@example.org,2026-03-04,REGULAR
CUST0382,Christian Whitehead,smorris@example.net,2025-11-12,REGULAR
CUST0383,Angela Collier,jonestracyexample.net,2024-07-28,PREMIUM
CUST0384,Jeremy Glass,carl01@example.org,2025-10-23,REGULAR
CUST0385,Rachel Austin,josephmoore@example.com,2026-01-24,REGULAR
CUST0386,Katie Glenn,boylejanet@example.net,2023-09-26,PREMIUM
CUST0387,Brian Chavez,webbdestiny@example.org,2024-04-27,REGULAR
CUST0388,Jose Hunter,brian74@example.org,2026-04-02,VIP
CUST0389,Nathan Bradshaw,wedwards@example.com,2024-11-05,PREMIUM
CUST0390,Kenneth Jenkins,ebenitez@example.com,2024-01-28,VIP
CUST0391,Kim Guerrero,swansonmegan@example.org,2025-06-17,PREMIUM
CUST0392,Joseph James,jrodriguez@example.org,2025-09-13,REGULAR
CUST0393,Derrick Mills,colonbrittany@example.com,2024-11-23,REGULAR
CUST0394,Matthew Oneill,wnorman@example.com,2025-08-16,PREMIUM
CUST0395,Maria White,amy29example.org,2025-06-03,REGULAR
CUST0396,Antonio Washington,nicholasashley@example.com,2024-06-10,VIP
CUST0397,Brandy Barnes,melissareynolds@example.com,2024-08-16,REGULAR
CUST0398,Richard Johnson,austinwilliams@example.com,2024-11-02,VIP
CUST0399,Matthew Young,patricia51@example.net,2024-08-14,PREMIUM
CUST0400,Diane Hernandez,jason99@example.net,2026-01-06,PREMIUM
CUST0401,Ashley Nguyen,melanieperez@example.com,2026-05-20,REGULAR
CUST0402,Angela Miller,michael61@example.net,2024-09-20,PREMIUM
CUST0403,Pamela Harris,xpatel@example.org,2025-02-07,VIP
CUST0404,Arthur Cooper,brittanystephens@example.com,2024-01-06,PREMIUM
CUST0405,Melissa George,heather76@example.net,2024-05-29,PREMIUM
CUST0406,Casey Hernandez,elizabeth15@example.org,2025-08-30,PREMIUM
CUST0407,Erin Francis,charlotte94@example.org,2026-05-11,REGULAR
CUST0408,Shannon Martin PhD,johnsonmaria@example.net,2026-04-20,PREMIUM
CUST0409,Michelle Torres,petersmith@example.com,2026-07-08,VIP
CUST0410,Brett King,sarahjones@example.com,2025-02-07,PREMIUM
CUST0411,Amy Lopez,bellmichael@example.org,2025-04-19,REGULAR
CUST0412,Adam Jordan,amandaedwards@example.com,2025-01-08,REGULAR
CUST0413,John Farrell,shawnwolfe@example.net,2025-10-31,VIP
CUST0414,Bruce Franklin,keithwelch@example.net,2024-05-01,REGULAR
CUST0415,Stephen Reilly,franceskennedy@example.com,2026-02-19,REGULAR
CUST0416,Christine Huang,smithjames@example.net,2024-09-19,VIP
CUST0417,Brian Goodman,amanda06@example.net,2025-06-21,REGULAR
CUST0418,Martha Johnson,cory98@example.org,2026-01-01,PREMIUM
CUST0419,Karen Hoover,dawnturner@example.com,2026-06-16,VIP
CUST0420,Frank Anderson,haleelizabeth@example.net,2026-02-01,PREMIUM
CUST0421,Sharon Rice,istevens@example.com,2026-05-19,PREMIUM
CUST0422,Stephanie Hart,danapearson@example.org,2025-12-03,VIP
CUST0423,Jason Hansen,jonathan17@example.org,2024-07-25,REGULAR
CUST0424,Keith Lewis,trangabriel@example.com,2025-09-30,PREMIUM
CUST0425,Deborah Johnson,nicholasmccormick@example.net,2026-03-22,VIP
CUST0426,Lynn Keller,courtneybaker@example.com,2026-02-11,VIP
CUST0427,Laura Martin,kathleen37@example.org,2025-10-16,VIP
CUST0428,Angela Nguyen,akemp@example.org,2024-10-24,PREMIUM
CUST0429,Laura Conrad,powerssandra@example.org,2026-02-24,VIP
CUST0430,David Stewart,floresjames@example.net,2026-01-25,PREMIUM
CUST0431,Crystal Mcmillan,mauricebennett@example.org,2025-03-17,VIP
CUST0432,Anthony Little,williamperkins@example.com,2026-04-14,VIP
CUST0433,Scott Black,williamsedward@example.com,2025-11-25,PREMIUM
CUST0434,Matthew Barnes,jacqueline54@example.com,2024-12-06,VIP
CUST0435,Jason Chapman,tara67example.com,2023-12-14,PREMIUM
CUST0436,Tamara Murray,carolevans@example.org,2024-11-22,REGULAR
CUST0437,Richard Bass,cramirez@example.org,2025-07-25,VIP
CUST0438,Brenda Fowler,catherinebrown@example.org,2025-08-24,VIP
CUST0439,Zachary Rojas,sanchezbrittany@example.com,2025-05-01,REGULAR
CUST0440,Breanna Gordon,glang@example.org,2023-11-20,VIP
CUST0441,Sharon Hernandez,watsondaniel@example.net,2025-03-20,REGULAR
CUST0442,Sarah Russo,tiffany09@example.com,2023-10-13,REGULAR
CUST0443,Tammy Ramos,waynewoods@example.org,2026-01-19,REGULAR
CUST0444,David Lee,margaretsmith@example.org,2024-01-31,PREMIUM
CUST0445,Jesus Riddle,christophermartin@example.com,2026-06-18,REGULAR
CUST0446,Richard Wheeler,lisawarren@example.org,2024-08-20,VIP
CUST0447,William Glover,steelemark@example.org,2025-03-26,PREMIUM
CUST0448,Joshua Daugherty,blake26@example.com,2024-12-25,PREMIUM
CUST0449,Marissa Wallace,ahill@example.com,2026-07-13,REGULAR
CUST0450,Jose Andrews,lmcfarland@example.com,2025-01-21,REGULAR
CUST0451,Marcus Copeland,charles12@example.com,2024-08-29,VIP
CUST0452,Luke Harrison,christophercantu@example.net,2025-07-30,VIP
CUST0453,Elaine Richardson,carrolldannyexample.com,2024-11-23,PREMIUM
CUST0454,Jesse Fields,isaacolson@example.net,2025-09-19,PREMIUM
CUST0455,Maria Ford MD,nshepherd@example.com,2025-05-06,PREMIUM
CUST0456,Michael Scott,spencerjohn@example.com,2025-10-06,PREMIUM
CUST0457,Elizabeth Rivera,higginseric@example.net,2024-02-28,PREMIUM
CUST0458,Nicholas Irwin,stewartjosephexample.com,2024-05-20,REGULAR
CUST0459,Nathan Collins,andradebradley@example.org,2026-02-27,PREMIUM
CUST0460,Colin Pope,dylancooley@example.org,2023-12-29,PREMIUM
CUST0461,Olivia Smith,ogarcia@example.com,2024-04-08,VIP
CUST0462,Lori Morrow,greerjennifer@example.net,2024-06-17,REGULAR
CUST0463,Marissa Gallagher,xrivas@example.net,2024-10-01,REGULAR
CUST0464,David Friedman,jasonfuller@example.com,2025-03-01,PREMIUM
CUST0465,Jason Lane,melissa59@example.com,2025-12-28,PREMIUM
CUST0466,Janet Atkins,murraylarry@example.org,2025-05-27,VIP
CUST0467,Adriana Cook,william99@example.com,2025-06-21,PREMIUM
CUST0468,Mr. Steven Cardenas,changsherry@example.net,2025-05-04,PREMIUM
CUST0469,Emily Powell,lopezchristine@example.com,2025-06-10,VIP
CUST0470,Jennifer Rodriguez,rodriguezwilliam@example.net,2024-02-19,PREMIUM
CUST0471,Christopher Horton,nnelson@example.org,2024-08-31,VIP
CUST0472,Charles Bates,smithsarah@example.net,2026-03-25,REGULAR
CUST0473,Reginald Jackson,anita78@example.net,2025-03-25,REGULAR
CUST0474,Michael Jones,priceterry@example.com,2024-11-04,REGULAR
CUST0475,Jenna Cooper,sarahsavage@example.net,2024-06-09,REGULAR
CUST0476,Amanda Morris,jared44@example.net,2025-01-20,VIP
CUST0477,Anthony Davis DDS,carlos24@example.org,2025-01-01,PREMIUM
CUST0478,Brian Burgess,fgibson@example.org,2025-04-24,REGULAR
CUST0479,Crystal Miller,raymond39@example.net,2025-10-13,PREMIUM
CUST0480,Benjamin Roberts,dave20@example.org,2024-08-11,REGULAR
CUST0481,Katherine Alvarez,mmckee@example.com,2024-09-16,REGULAR
CUST0482,Daniel Mckay,luke30@example.org,2025-08-01,REGULAR
CUST0483,Jennifer Vaughn,david45@example.org,2026-06-28,REGULAR
CUST0484,Teresa Thompson,westkenneth@example.org,2026-01-14,VIP
CUST0485,Matthew Hobbs,ashleysmith@example.org,2023-08-18,PREMIUM
CUST0486,Nancy Lewis,abbottbryan@example.com,2025-09-10,VIP
CUST0487,Danielle Terry,jholland@example.org,2025-12-16,VIP
CUST0488,Tara Foster,waltersanthony@example.net,2025-05-19,REGULAR
CUST0489,Jessica Moore,jonathan99@example.net,2023-09-23,REGULAR
CUST0490,April Cortez,monica27@example.com,2025-01-14,PREMIUM
CUST0491,Melissa Collins,wramsey@example.net,2024-12-10,PREMIUM
CUST0492,Gary Johnson,wlynch@example.net,2024-09-17,VIP
CUST0493,Valerie Robinson,robertsmith@example.net,2025-12-01,REGULAR
CUST0494,Brittany Green,goconnor@example.net,2025-02-15,PREMIUM
CUST0495,David Phillips,amandabairdexample.net,2024-11-10,PREMIUM
CUST0496,John Wright,michaelmcdaniel@example.org,2026-03-29,REGULAR
CUST0497,Bryan Anderson,calderonbeverly@example.com,2026-02-01,VIP
CUST0498,Todd Schneider,nlee@example.net,2023-09-04,REGULAR
CUST0499,Patricia Davis,fsnyder@example.com,2025-08-24,REGULAR
CUST0500,David Chang,josephkennedy@example.net,2026-02-05,VIP
